 File 	 檔案 
You see a crotchety old gnome pacing around his lean-to.	你看見一個脾氣古怪的老侏儒矮人，正在他的窩棚附近踱步。
That is very close but not quite right!	非常接近了，但還不完全正確！
You have the right idea, but your thinking is just a little bit off.	你的想法沒錯，只是差了那麼一點點。
That's right!!!  You've guessed it!!  Here are some magic beans for your outstanding accomplishment!	答對了！！！你猜中了！！這是給你的魔豆，獎勵你這番出色的成就！
The old gnome tells you he has something that may be very useful to you.  Your task is to guess his name in three guesses and his gift will be yours.  Good luck!  What is your first guess?	老侏儒矮人告訴你，他有樣東西也許對你很有用。你的任務是在三次機會內猜中他的名字，猜中禮物就是你的。祝你好運！你的第一個猜測是什麼？
You still haven't guessed my name!	你還沒猜中我的名字呢！
The gnome is old and bent under the weight of years, but a playful wisdom still brightens his eyes.	這個侏儒矮人年事已高、被歲月壓彎了腰，但眼中仍閃著一絲頑皮的智慧光芒。
They look like beans.  Interesting.	看起來像豆子，真有意思。
It is a heavy, gold, skeleton key.	這是一把沉甸甸的萬能金鑰匙。
It would be unwise to kill a gnome.	殺害侏儒矮人可不是明智之舉。
Being careful that you get every one of them, you place the beans in your pocket.	你小心翼翼地一顆不漏，把豆子全放進口袋裡。
It is heavy and cold.	它又沉又冰冷。
The gnome can't hear you from there.	你站在那裡，侏儒矮人聽不見你說話！
You should get a little closer.	你應該再靠近一點。
There are no beans here.	這裡沒有豆子。
The key to your problems is elsewhere.	能解決你問題的鑰匙不在這裡。
There is no gnome here.	這裡沒有侏儒矮人。
That's too far away.	那太遠了。
Where did you get that idea?  That's not even close!	你這想法是打哪來的？差得遠呢！
You know that's not right!	你自己也知道那不對！
What is your next guess?	你的下一個猜測是什麼？
You didn't guess the gnome's name, but he left you a gold key anyway.  Better luck next time!	你沒猜中侏儒矮人的名字，但他還是留了一把金鑰匙給你。祝你下次好運！
There is no place to safely get a drink.	這裡沒有能安全喝水的地方。
There is no place to safely get water.	這裡沒有能安全取水的地方。
You slip down the bank into the river far below.  Your cries for help are not heard.	你從河岸滑落，跌進下方遙遠的河水裡。你的呼救聲沒人聽見。
The gnome's lean-to doesn't look very sturdy.	侏儒矮人的窩棚看起來不太堅固。
As you approach the bridge, a mean, ugly troll appears.  He will not let you cross his bridge.	你走近橋邊，一隻凶惡醜陋的矮精靈出現了。他不准你踏上他的橋。
The old goat seeing the troll, the archenemy of all goats, charges the troll and butts him into oblivion!  The bridge is now yours.	老山羊一看見矮精靈——山羊們的頭號宿敵——立刻朝他猛衝過去，一頭把他撞得魂飛魄散！這座橋現在是你的了。
This bridge is the only way to cross the river here.	這座橋是這裡唯一能過河的路。
The river runs swiftly between steep banks.	河水在陡峭的兩岸之間湍急流動。
Don't do it!  The bank is steep, muddy, and dangerous.	別這麼做！河岸又陡又泥濘，十分危險。
You can't reach the river from here.	你在這裡搆不到河流。
This troll is big, strong, and mean-looking.  Don't mess with this troll!	這隻矮精靈體型高大、力氣過人，看起來凶惡無比。別去招惹他！
It's just about impossible to kill a troll.	要殺死矮精靈幾乎是不可能的事。
It's lucky you don`t have any way to try that!	算你走運，你根本沒辦法試試看！
He demands a treasure for passage across his bridge.	他要求你獻上寶物，才准你過橋。
The dagger sings through the air... to a perfect catch by the troll.  "Nice dagger, but it ain't no treasure!" he growls.	短刀劃破空氣飛出……穩穩落入矮精靈手中。他咆哮道：「短刀是不錯，可這不算什麼寶物！」
You try very hard to push the ugly troll, but you can't budge him.	你使盡全力推那隻醜陋的矮精靈，卻絲毫推不動他。
Trolls have no sympathy.	矮精靈可沒有同情心。
He isn't there!  Try the bridge.	他不在那裡！去橋上找找看。
You throw the dagger and it falls into the flowing stream.	你擲出短刀，短刀落入流動的溪水中。
Good news: no troll.	好消息：沒有矮精靈。
What priceless treasure are you giving the old troll?	你要把哪件無價的寶物送給那隻老矮精靈？
You don't have any.	你身上沒有。
You would have to throw it from here!	你得從這裡把它丟出去！
Grasping the precious treasure in a dirt-covered paw, the troll disappears under the bridge.	矮精靈用沾滿泥土的爪子抓起珍貴的寶物，消失在橋下。
You have slipped down the muddy bank and lodged in the  river's bed.  Good knight.	你從泥濘的河岸滑落，卡進了河床裡——晚安了，好騎士。
You have fallen in the raging current and are swept under.  I'm afraid your end has come.	你跌進洶湧的水流，被捲入水底。恐怕你的大限已至。
It is an old stone bridge dating to ancient times.	這是一座古老的石橋，年代久遠。
Very carefully, the bucket fills with water from the  rapid river.	你小心翼翼地讓水桶裝滿湍急的河水。
Being careful not to slip in, you drink deeply of the cool water.	你小心不讓自己滑落水中，大口暢飲清涼的河水。
You are too far from the water.	你離水太遠了。
It tastes very refreshing to a thirsty wanderer.	對一個口渴的旅人來說，這滋味十分沁涼解渴。
The crystal clear water fills up the bucket.	清澈見底的水注滿了水桶。
When you look in the doorway, you see a poor, starving woodcutter and his wife.	你朝門口望去，看見一位可憐挨餓的樵夫和他的妻子。
How are you going to use the ax when you can't even get it out of this stump?	你連斧頭都拔不出樹樁，要怎麼用它？
The trees were cut from these stumps long ago.	很久以前，這些樹木就是從這些樹樁上砍下的。
When you look in the window, you see a poor, starving woodcutter and his wife.	你從窗戶望進去，看見一個貧窮挨餓的樵夫和他的妻子。
Watch out!!!  There is an ogre nearby!  He will crush you in his strong arms if he catches you.	小心！！！附近有隻鬼怪！要是被他抓到，他會用強壯的雙臂把你壓碎。
With the magic shield, no harm will come to you.	有了靈盾護身，你不會受到任何傷害。
Fortunately, you are invisible and the ogre can't see you.	幸好你是隱形的，鬼怪看不見你。
The ogre's vision is not keen enough to see you.	鬼怪的視力不夠敏銳，看不見你。
The ogre can see you now!	鬼怪現在看得見你了！
The dagger is of little use against such a mean creature.  I would save it if I were you.	短刀對付這種凶惡的生物沒什麼用。換作是我，會把它留著。
OK.  You drop the dagger.	好，你放下了短刀。
That is a ferocious looking beast.  Please keep your distance!	那是隻看起來凶猛駭人的野獸，請保持距離！
There is no ogre here.	這裡沒有鬼怪。
Ogres are practically indestructible.	鬼怪幾乎是打不死的。
At one time these were very pretty trees.	這些樹木曾經十分漂亮。
Do you really want to try that?	你真的想試試看嗎？
The delightful wild flowers brighten up your day.	這些迷人的野花讓你心情愉快了起來。
Their perfume is joyful, sweet, and light.	它們的香氣輕盈甜美，教人心曠神怡。
Ogres don't talk, they growl!	鬼怪不會說話，只會咆哮！
You were warned to be careful around this fierce creature!  Maybe next time you will be able to elude the beast.	你已經被警告要小心這隻凶猛的生物了！也許下次你就能躲過那頭野獸。
Lucky for you that ogres are afraid of goats. This one decides to leave you alone.	算你走運，鬼怪害怕山羊。這隻鬼怪決定放你一馬。
You need to be a little closer to smell the flowers.	你得再靠近一點，才能聞到花香。
This is sad.  You are not the first to fail your quest in the Raging River... I hope you may be the last.	真令人難過。你不是第一個在怒河痛失冒險的人……但願你是最後一個。
This is the wild Raging River filled with boulders and rapids.	這是狂野的怒河，河中滿是巨石與湍流。
It would be dangerous to try and jump across the river on the boulders.	踩著巨石跳過這條河太危險了。
This mushroom is large and aromatic.	這朵蘑菇又大又香。
You reach down and pick a fat mushroom.	你彎下腰，摘了一朵肥美的蘑菇。
You see the familiar side of the Raging River.	你看見怒河你熟悉的這一岸。
The colorful mushroom is in the distance.	遠處有一朵色彩鮮豔的蘑菇。
You need to get closer to do that.	你得靠近一點才能這麼做。
The river is so swift it is a battle to fill the bucket.	河水湍急，想裝滿水桶得費一番力氣。
The water from this swift river is cold and sweet.	這條湍急河流的水，冰涼又甘甜。
You see King Edward's castle on the horizon.	你看見愛德華國王的城堡矗立在地平線上。
This lovely meadow is split by the Raging River.	這片美麗的草原被怒河一分為二。
There is no mushroom here.	這裡沒有蘑菇。
OUCH	哎呦
I can see you need a little practice climbing rope!	看來你爬繩索還需要多練習！
You should be more careful before trying that next time!	下次嘗試之前，你應該要更小心一點！
Your arms are like lead... from swimming.  You find it impossible... to swim any longer.  You sink to the bottom... of the well....	你的雙臂因游泳而變得沉重如鉛……你發現自己再也……游不動了。你沉入……井底……
The rope is out of reach.	繩索搆不著。
You cannot climb the sides of the well.  They are too steep and slippery.	你沒辦法爬上井壁，它們又陡又滑。
When you look upwards, you see the top of the well far, far above.	你抬頭望去，看見井口遠遠在你頭頂上方。
Although you can only see the bottom of the bucket, it looks like a very nice bucket.	雖然你只能看見水桶的底部，但看起來是個相當不錯的水桶。
How are you going to get the bucket?	你打算怎麼拿到那個水桶？
This is murky well water.	這是井裡的混濁井水。
The water does not taste as good as you expected.	這水的味道不如你預期的好。
In the midst of your activities, you fill the bucket with well water.	忙碌之中，你把水桶裝滿了井水。
The knot is tied very tightly.	這個結打得非常緊。
The rope is secured to the well with a very tight knot.	繩索用一個很緊的結固定在井邊。
The thick rope resists your efforts.	這條粗繩不為所動，你使不上力。
You have nothing to cut the rope with.	你沒有辦法割斷繩索。
Just before slitting the rope, you realize that it is not a very wise move at this time.	就在你要割斷繩索前，你意識到現在這麼做並不明智。
There is no reason to cut the rope.	沒有理由割斷這條繩索。
You reach up out of the well water and cut the thick rope that holds the bucket.	你從井水中伸出手，割斷了固定水桶的粗繩。
You have other things to think about right now.	你現在該想的是別的事。
A person in your position is in no position to raise or lower anything.	以你目前的處境，實在沒辦法拉起或放下任何東西。
I don't think that getting in the bucket right now will do you very much good.	我認為現在爬進水桶裡，對你不會有什麼好處。
You need to be closer to the water to drink.	你得再靠近水邊一點。
There is no way for you to get water now.	你現在沒辦法取水。
Now is not the time to try diving.	現在不是嘗試潛水的時候。
It is a very long, sturdy rope.	這是一條又長又堅固的繩索。
It is empty except for a huge boulder opposite the opening.	這裡是空的，只有洞口對面一塊巨大的岩石。
It is a rather large, vacant cave.	這是一個相當寬敞的空洞穴。
There is a large granite boulder and a magic mirror!! in the cave.	洞穴裡有一塊巨大的花崗岩，還有一面魔鏡！！
A green, scaly dragon breathing hot fire and smoke is protecting the mirror.	一條渾身綠鱗、噴著熾熱火焰與濃煙的巨龍，正在守護著這面魔鏡。
In this large cavern, there is a slimy dead dragon, an opening on one side, and a large boulder in the other.	在這個寬闊的洞穴裡，有一條渾身黏液的巨龍已經死去，一側有個洞口，另一側則有一塊大岩石。
There is no dragon here.	這裡沒有巨龍。
This ferocious, fire-breathing dragon with sharp, green scales and a long tail is protecting the magic mirror. Watch out for the flames!	這條凶猛的噴火巨龍渾身是鋒利的綠鱗，還有條長尾巴，正守護著魔鏡。小心牠的火焰！
You see the once powerful dragon lying lifeless before you.	你看見那條曾經威猛的巨龍，如今毫無生氣地倒在你面前。
A strange watery light issues from the hole.	一道奇異、如水波般的光芒從洞裡透出來。
This dragon had only one life and you have taken it.	這條巨龍只有一條命，而你已經取走了它。
With that dragon here?  No way!	那條巨龍還在這裡？想都別想！
This dragon does not respond to reason.	跟這條巨龍講道理是沒有用的。
You throw your bucket on the cavern floor.	你把水桶扔在洞穴地面上。
The dragon is protecting the magic mirror.	這條巨龍正在守護那面魔鏡。
The magic mirror is framed with ornate mahogany wood, polished to a high sheen.	魔鏡的邊框以華麗的桃花心木打造，拋光得閃閃發亮。
There is no mirror here.	這裡沒有鏡子。
Carefully, you pick up the magic mirror.	你小心翼翼地拾起魔鏡。
I do not think that you can get close enough to the magic mirror with the dragon here.	巨龍還在這裡，我想你沒辦法靠近魔鏡。
You could get a much better view if you were closer.	你要是再靠近一點，視野會清楚許多。
You are not close enough to reach it.	你離得不夠近，搆不到它。
You don't have any water.	你身上沒有水。
You have nothing with which to douse a dragon.	你沒有東西可以拿來澆熄巨龍的火焰。
You can't do that from here.!	你在這裡沒辦法這麼做！
The dagger sings through the air, but falls short of the dragon.  You should have been closer.	短刀劃破空氣飛出，卻沒能擊中巨龍。你應該再靠近一點才對。
You throw your water, but to no avail.  It lands on the floor and is quickly absorbed.	你把水潑了出去，卻毫無作用。水落在地上，很快就被吸乾了。
The water hits the dragon squarely in the mouth, extinguishing its roaring flames.  No fire!  How mortified and embarrassed the dragon is!  Moving a huge boulder in leaving, the dragon creeps off to sulk.	水正中巨龍的嘴巴，澆熄了牠猛烈的火焰。沒了火焰！巨龍又羞又惱！牠搬開一塊巨石，悻悻然地爬走生悶氣去了。
Nervously, you throw the dagger at the dragon and strike it in the heart.  Death for the dragon is instant.	你緊張地把短刀擲向巨龍，正中牠的心臟。巨龍當場斃命。
How do you wish to accomplish that?	你打算怎麼做到這件事？
You are too busy looking around to even think about that.	你正忙著四處張望，根本沒空想那件事。
You should know about these fire-breathing dragons!  Maybe next time you will be a little more careful!	你早該知道這些噴火巨龍的厲害！也許下次你會小心一點！
Your shield melted from the intensity of the dragon's flames!  You should know about these fire-breathing dragons!  Maybe next time you will be a little more careful!	你的盾牌被巨龍熾烈的火焰給熔化了！你早該知道這些噴火巨龍的厲害！也許下次你會小心一點！
I think you found the dragon!	看來你找到那條巨龍了！
Not even you can hold your breath forever.  The well bottom has become your eternal resting place.	再怎麼厲害的人也沒辦法永遠憋氣。井底如今成了你長眠之地。
It looks like this bottle has been here for a very long time.	這只瓶子看起來已經放在這裡很長一段時間了。
This is just an old, junky bottle.  You don't want it.	這只是個又舊又破爛的瓶子，你用不著。
It is very difficult to tell where the hole might lead.	很難看出這個洞通往哪裡。
The rusty old can has been here awhile.	這個生鏽的舊罐子已經放在這裡好一陣子了。
You have no use for this old can.	這個舊罐子對你沒什麼用處。
Thrashing around in the water has caused you to lose the magic ring and become visible again.	你在水中拚命掙扎，害你弄丟了魔戒，也讓你再次現形。
Even as you are reaching for your medevial flamethrower, the King's agents descend upon you.  You are taken away to be torched at dawn.	就在你伸手去拿中古世紀的噴火器時，國王的侍衛突然撲向你。你被帶走，將於黎明時被處以火刑。
King Edward the Benevolent is a very wise, but elderly monarch.  His frail body is almost lost in the large throne.	仁慈的愛德華國王睿智卻也年邁。他孱弱的身軀幾乎要淹沒在那張碩大的王座裡。
The King's throne is made of solid gold, accented with rubies.  It will be yours if you complete your quest.	國王的王座以純金打造，鑲著紅寶石。只要你完成任務，它終將屬於你。
When you bow to King Edward, his pleased smile warms you.	你向愛德華國王鞠躬，他滿意的笑容讓你心頭一暖。
The King, though very ill, seems happy to see you.	國王雖然病得很重，看見你似乎仍感到高興。
It is proper to stand directly in front of, and a few paces back from King Edward when addressing His Eminence.	與愛德華國王陛下說話時，理應站在他正前方，並保持幾步的距離。
You bow, but you are the only one who knows it.	你鞠了躬，但只有你自己知道這件事。
Go, Sir Graham!  Go and bring me back these treasures!	去吧，格拉漢爵士！去把這些寶物給我帶回來！
Welcome back from your quest, Sir Graham.	歡迎歸來，格拉漢爵士。
Why, Sir Graham, have you failed me and returned without accomplishing your task?  Go, and complete your quest!!	怎麼回事，格拉漢爵士？你辜負了我，任務未成就回來了？去吧，完成你的使命！！
Before exposing your flamethrower, you decide the King is just beyond the range of your obsolete flamethrower.	在亮出噴火器之前，你判斷國王正好在這具老舊噴火器的射程之外。
You are not close enough to see him clearly.	你離得不夠近，看不清楚他。
King Edward the Benevolent is sitting on the throne, waiting for you.	仁慈的愛德華國王坐在王座上，等著你。
It would show more respect if you were closer and in front of King Edward.	若你能靠近一點、站在愛德華國王面前，會顯得更有禮貌。
He bids you to approach so he can hear you.	他示意你靠近一點，好讓他聽得見你說話。
The King is walking towards you to commend you.	國王正朝你走來，準備嘉獎你。
Your heart also aches with pain as you watch the King.	看著國王的模樣，你的心也跟著揪痛起來。
The King is lying motionless on the ground.	國王一動也不動地躺在地上。
You are the only King here!	這裡只有你才是國王！
That's not a bad idea, but the custom in Daventry is to bow.	這主意倒也不差，不過戴凡確王國的習俗是鞠躬行禮。
To kill King Edward would mean immediate execution!	殺害愛德華國王等同於立即處決自己！
The throne is already occupied.	王座上已經有人了。
You will have to do that yourself.	這件事你得自己來。
This huge, tapestried room echoes every sound.	這間掛滿織錦的大廳，任何聲響都會迴盪不已。
You move aside as the King steps from his throne.	國王起身離開王座時，你讓到一旁。
As you approach the throne, the King himself rises to commend  you for a job well done.	你走近王座時，國王親自起身，嘉勉你這趟任務完成得漂亮。
"Oh!... Oh!!"  the King proclaims in pain!	「喔！……喔喔！！」國王痛苦地喊道！
From the seemingly lifeless King you hear these words:   "Well done, Sir Graham.  You have been a good and faithful servant.  Your reward is well deserved.  My kingdom is now yours."	你從看似已無生氣的國王口中，聽見這些話：「做得好，格拉漢爵士。你一直是個忠誠盡責的臣子，這份獎賞你當之無愧。我的王國，如今就是你的了。」
With those words, King Edward the Benevolent dies.	說完這番話，仁慈的愛德華國王便與世長辭。
The experiences of your quest will be invaluable to you as you begin your reign as King of Daventry!!	這趟冒險的經歷，將在你開始統治戴凡確王國、成為新王之際，成為你無價的養分！！
As you are leaving, your agents remind you that you must remain here now, where it is safe.	你正要離開時，侍衛提醒你，如今你必須留在這裡，這才是安全之處。
When you speak to King Edward,	當你和愛德華國王說話時，
he sighs and says,	他嘆了口氣，說道：
"Sir Graham, I am an old man. I fear	「格拉漢爵士，我已經年邁，恐怕
 my end is near.  I have chosen you to	 大限將近。我選中了你，要你
 prove yourself worthy of the throne.	 證明自己配得上這個王座。
As you know, our kingdom is weak and	你也知道，我們的王國積弱
 poor.  I have knowledge of the	 貧困。我得知
 existence of three things that would	 有三件寶物的存在，
 make our kingdom wealthy and strong.	 能讓我們的王國富強起來。
Somewhere within our kingdom, there is	我們王國境內的某處，藏著
 a magic mirror that tells the future.	 一面能預知未來的魔鏡。
 There is a magic shield that will	 還有一面能夠
 protect the bearer from mortal harm.	 保護持有者免於致命傷害的靈盾。
 Finally, there is a magic chest that	 最後，還有一個
 is always filled with gold coins.	 永遠裝滿金幣的金盒子。
Go, Sir Graham!  Go and bring me	去吧，格拉漢爵士！去把
 back these treasures.	 這些寶物給我帶回來。
If you succeed, you will inherit the	若你成功，你將繼承
 throne."	 王座。
Press any key to continue.	請按任意鍵繼續。
There is no need to bow again.	不需要再鞠躬了。
Your concern for the old king won't allow you to move.	你對這位老國王的擔憂讓你動彈不得。
    Thank you for playing             King's Quest                     from               Ken and Roberta Williams     Sol Ackerman   Chris Iden           Jeff Stephenson                 Mark Crowe            Bob Ballew   Mikel Knight     Susan Lee    Russ Truelove         Larry Weissenborn   	    Thank you for playing             King's Quest                     from               Ken and Roberta Williams     Sol Ackerman   Chris Iden           Jeff Stephenson                 Mark Crowe            Bob Ballew   Mikel Knight     Susan Lee    Russ Truelove         Larry Weissenborn   
The king cannot talk right now.	國王現在無法交談。
That is no way to try and address King Edward.	你不能用這種方式對愛德華國王說話。
The spell to make you invisible has expired and you are once again visible.	隱身魔法已經失效，你再次現形了。
That man is the King.	那個人就是國王。
The light from the oil lamp is rather dim in the dark interior of the castle.	油燈的光線在城堡幽暗的內部顯得相當微弱。
The long marble hall has a cold, dreary feeling.	這條長長的大理石走廊給人一種冰冷、陰鬱的感覺。
There is nobody in the armor.	盔甲裡沒有人。
This is the armor of one of King Edward's knights from years ago.	這是愛德華國王麾下一名騎士多年前留下的盔甲。
The armor is firmly mounted to the wall.	這副盔甲牢牢固定在牆上。
You should know you can't walk on clouds.	你應該知道，人是無法走在雲上的。
These flowers look different than any you have ever seen before.	這些花朵看起來和你以前見過的都不一樣。
You'll have to keep yourself out of the clouds!	你得讓自己遠離雲朵才行！
These are very unusual looking trees.	這些樹看起來非常不尋常。
You are fortunate that you have the magic shield or this giant would cause problems for you.	幸虧你有靈盾在身，否則這個巨人會給你帶來大麻煩。
The magic chest appears to have been fashioned from ebony and rimmed on the edges with gold.	這只金盒子似乎是用烏木打造，邊緣鑲著金邊。
There is no chest around here to get.	這附近沒有盒子可以拿。
Very carefully, you slip the magic chest from the sleeping giant's arms.	你小心翼翼地，從熟睡巨人的懷裡抽出了金盒子。
There is no way you can get the chest from here!	你沒辦法從這裡拿到那個盒子！
You put the pebble in the sling, take careful aim, and luckily hit the giant in the forehead!  He falls down dead.	你把鵝卵石放進投石器，仔細瞄準，幸運地擊中了巨人的額頭！他應聲倒地身亡。
It would be rather cowardly of you to kill a giant while he is asleep!	趁巨人熟睡時殺他，未免太卑鄙了！
You have no sling!	你身上沒有投石器！
I don't believe it!  How could you miss something so big?	真不敢相信！這麼大的目標你怎麼會射不中？
You have no dagger!	你身上沒有短刀！
There is no reason to kill the giant.	沒有理由殺這個巨人。
The giant has been slain by a little pebble to the forehead.	巨人被一顆小小的鵝卵石擊中額頭，就此喪命。
Be a little more careful next time.  This giant is mean!	下次小心一點。這個巨人很兇惡！
You know you can't walk on clouds.	你知道人是無法走在雲上的。
What luck!  The huge giant fell fast asleep!	運氣真好！巨大的巨人沉沉睡去了！
The giant is sleeping with a chest.	巨人抱著一只盒子睡著了。
The giant lies dead on the ground and there is a chest beside him.	巨人倒臥在地上死了，身旁還有一只盒子。
The giant is to close for the slingshot to be effective.  I would suggest you RUN!	巨人離你太近了，投石器派不上用場。我建議你快跑！
The dark cave burrows its way into a steep mountain.	這個黑暗的洞穴深入陡峭的山中。
The mountain is too steep to climb.	這座山太陡峭，無法攀爬。
You are near the top of a very high mountain.  It steeply descends toward a valley floor.	你正身處一座高山的頂端附近，山勢陡峭地向下延伸至山谷。
You are in the Land of the Clouds.  It is rumored that a giant lives here.	你身處雲之國，傳說有個巨人住在這上面。
Oops, you've missed the edge and fallen through the  clouds.	哎呀，你沒踩穩邊緣，摔穿雲層掉了下去。
These are the most unusual looking trees.	這些樹看起來奇特無比。
These are unusual looking flowers.	這些花朵看起來很不尋常。
You should know that it is not possible to walk on clouds!	你應該知道，人是不可能走在雲上的！
This is very strange vegetation.	這是非常奇特的植物。
Oops!  You've missed the edge and fallen through the clouds.	哎呀！你沒踩穩邊緣，摔穿雲層掉了下去。
Its trunk has a large hole in the base.	樹幹底部有一個大洞。
You notice a sling in the hole in the tree.	你注意到樹洞裡有一把投石器。
It is empty.	裡面是空的。
This sling is made of very stretchy leather.	這把投石器是用非常有彈性的皮革做的。
You reach into the hole and pull out the leather sling.	你把手伸進洞裡，拉出那把皮革投石器。
You can't see into the hole from here.	你從這裡看不進那個洞裡。
Why?  What sling?	為什麼？什麼投石器？
You've fallen through the clouds!  Cloud walking is for the birds.	你摔穿雲層掉了下去！走在雲上這種事，還是留給鳥兒吧。
These are strange looking trees.	這些樹看起來很奇怪。
You need to be closer to try.	你得靠近一點才能嘗試。
There is a rather large bird's nest here.	這裡有一個相當大的鳥巢。
There is a pure golden egg lying in the nest!	鳥巢裡躺著一顆純金打造的蛋！
The nest is empty.	鳥巢是空的。
The golden egg is smooth and shiny.	這顆金蛋光滑又閃亮。
You already have the golden egg from the nest.	你已經拿到鳥巢裡的金蛋了。
There is no egg here to get.	這裡沒有蛋可以拿。
The golden egg is so heavy you almost drop it.	這顆金蛋重得你差點沒拿穩。
You can't get the egg from here!	你沒辦法從這裡拿到那顆蛋！
Apparently you lost your grip while climbing this tree and you fall to the hard earth below.	看來你爬這棵樹時沒抓穩，摔到了下方堅硬的地面上。
So you're walking on clouds, huh?  Unfortunately, that's an impossible task that cost you your life!	所以你想走在雲上，是吧？可惜，這是件不可能的任務，也讓你賠上了性命！
As the wicked witch flew over her house, she dropped you... into her cage!  If you can't get out, you may become the secret ingredient in this witches' brew!	邪惡的巫婆飛過她的房子上空時，把你丟了下去……正好落進她的籠子裡！要是逃不出去，你可能會變成這鍋巫婆濃湯裡的神秘配料！
Surprise!  Surprise!  The wicked witch is home and now she's after you!	沒想到吧！沒想到吧！邪惡的巫婆在家，現在她盯上你了！
This is not a good place to give up your protection!	這裡可不是放棄你護身之物的好地方！
The witch mutters, "I am going to get my oven ready to cook someone for dinner (yum)."	巫婆喃喃道：「我要去把烤爐準備好，煮個人來當晚餐（嗯，真香）。」
The witch mumbles, "After I get the oven nice and hot, I will be ready to have someone for dinner (giggle)."	巫婆嘀咕著：「等我把烤爐燒得夠熱，就能請人來吃晚餐了（咯咯）。」
The witch mutters, "The oven is heating up nicely.  I wonder who will be my dinner guest!"	巫婆喃喃道：「烤爐燒得正好，不知道誰會是我的晚餐貴客呢！」
The witch says, "My oven is now the perfect temperature. It is time to invite someone for dinner (cackle, cackle)!"	巫婆說：「我的烤爐現在溫度剛剛好，是時候邀請誰來吃晚餐了（咯咯笑）！」
Rats!  She has cast some spell to keep you from escaping!. The witch remarks, "Oh, how nice of you to come for dinner (cackle, cackle)"	糟了！她施了某種魔法讓你逃不掉！巫婆說道：「喔，你能來吃晚餐真是太好了（咯咯笑）」
She pokes and pinches you, then states, "This one is too scrawny, so it's into the cage until you fatten up (smack, yum)!"	她戳了戳你、又捏了捏你，接著說：「這個太瘦了，先關進籠子養胖再說吧（咂嘴，真香）！」
With a flash, you hear her joyously exclaim, "This has made me feel like flying!"	一陣閃光中，你聽見她欣喜地喊道：「這讓我感覺自己要飛起來了！」
Courageously, you manage to push the witch into the oven where she flashes and melts away into a harmless blob. Congratulations!	你鼓起勇氣，把巫婆推進了烤爐，她閃了一下，融化成一團無害的軟泥。恭喜你！
Try as you will to escape, your labor will be in vain.	任憑你怎麼掙扎逃脫，都是白費力氣。
It is fastened with a very strong lock.  There is no way for you to open it.	它被一個非常堅固的鎖鎖著，你沒辦法打開它。
This ugly old witch is one of the most hideous sights you have ever seen.  I would never trust her.	這個醜陋的老巫婆，是你見過最駭人的景象之一。我絕不會相信她。
There is no witch here.	這裡沒有巫婆。
You pluck the Swiss cheese from the shelf.	你從架上取下瑞士乳酪。
I don't see any here.	這裡沒看到。
You cannot see it from here.	你從這裡看不到它。
This cage will be your new home for the rest of your life.	這個籠子將成為你餘生的新家。
You look for a way to escape, but there is none.	你四處尋找逃脫的辦法，卻找不到任何出路。
It is an old wood stove, and very hot.  The fire must have been burning for some time.	這是一個老舊的柴爐，非常燙。爐火想必已經燒了一段時間。
It is made from rusty, but strong, iron bars.	它是用生鏽但堅固的鐵條做的。
You may have seen one in the other room, but I am not sure.	你或許在另一個房間見過一個，但我不太確定。
The oven is very, very hot.  Someone must have just put some wood in it.	烤爐非常非常燙，一定有人剛加了柴進去。
You open the door and see a roaring fire burning in the oven.	你打開爐門，看見烤爐裡烈火熊熊。
You are in no position to do that!	你現在沒辦法做這件事！
You are not close enough to touch it.	你離它不夠近，碰不到。
From here it would be rather difficult to open the oven.	從這裡要打開烤爐相當困難。
There is a note lying on top of it.	上面放著一張紙條。
That is the table where she eats her (gulp) food.	那是她（吞口水）吃飯的桌子。
The bed is not here.	床不在這裡。
You see the forest outside.	你看見外頭的森林。
There is little to see from here.	從這裡看不到什麼。
The note was here at one time, but now you can`t seem to locate it.	紙條原本在這裡，但現在你似乎找不到它了。
You cannot reach it from here.	你從這裡搆不到它。
You don't have the note.	你身上沒有那張紙條。
If I were you, I wouldn't try it!  This witch is mean!	如果我是你，我才不會嘗試呢！這個巫婆很兇惡！
The little house is surprisingly neat considering a wicked witch lives here.	考慮到這裡住著一個邪惡的巫婆，這間小屋出乎意料地整潔。
There is no witch here...RIGHT NOW!!	這裡沒有巫婆……目前是沒有！！
The witch is dead.	巫婆死了。
As soon as you entered the house the goat ran away.	你一走進屋裡，山羊就跑掉了。
You need to be more specific.	你需要說得更具體一點。
The old goat is afraid of the dark and decides to stay outside.	老山羊害怕黑暗，決定留在外面。
The stairs go up into the heart of the mountain.	階梯向上通往山的核心。
Oops!  Those stairs are pretty slippery, aren't they?	哎呀！這些階梯挺滑的，是吧？
The stairs are moss-covered and slippery.	階梯上長滿青苔，很滑。
Darn!  You slipped on the steep stairs.	糟糕！你在陡峭的階梯上滑倒了。
The stairs seem to go on forever.	這些階梯似乎沒有盡頭。
This is a shy little dwarf.  He is too quick to catch.	這是個害羞的小矮人，他動作太快，抓不到。
Look out!  You are too close to the edge!  Oh, oh, you fell!	小心！你離邊緣太近了！啊，糟了，你摔下去了！
The quick, little dwarf came by to see what you had-- nothing interested him.	動作敏捷的小矮人跑來看你有什麼東西——但沒有一樣讓他感興趣。
There is nobody here but you.	這裡除了你沒有別人。
